,0,1,2,3
"[6.0, 6.0, 54.0, 54.0]",0.0,0.12271764328959629,-0.271,0.0016580083110315337
"[6.0, 66.0, 54.0, 114.0]",0.014579280260050623,0.002539737474970548,0.18378132831171695,0.0012133583458970266
"[6.0, 126.0, 54.0, 174.0]",0.0,0.0,0.05904816369263767,0.0
hell,0.0,0.0,0.0,0.0
"[66.0, 66.0, 114.0, 114.0]",-0.46855900000000006,0.2746540378004197,0.0004383720778975724,0.0
"[126.0, 66.0, 174.0, 114.0]",-0.19,0.004869378984504262,0.0,0.0
"[66.0, 126.0, 114.0, 174.0]",0.016491600473763645,2.7550327602537923e-08,0.38728152475391214,0.0009040841016489646
"[66.0, 186.0, 114.0, 234.0]",0.0,0.0,0.001627827453905879,0.0
"[6.0, 186.0, 54.0, 234.0]",0.0,0.0,0.0,0.0
"[126.0, 186.0, 174.0, 234.0]",0.047840857872968434,0.0,1.9630333736365444e-05,0.0
"[186.0, 186.0, 234.0, 234.0]",0.0,0.0,0.004664498942632671,0.0
"[246.0, 186.0, 294.0, 234.0]",0.1038887145109006,0.0,0.0,0.0
"[306.0, 186.0, 354.0, 234.0]",0.0,0.0,0.0,0.0
"[366.0, 186.0, 414.0, 234.0]",0.0957819332568099,0.0,0.0,0.0
"[366.0, 126.0, 414.0, 174.0]",0.8984111660423573,0.0016274621327760004,0.18902224891535874,0.06810988144426404
"[366.0, 66.0, 414.0, 114.0]",0.9998407320891147,0.0699737545162767,0.35681487235405074,0.005824062000000001
"[306.0, 126.0, 354.0, 174.0]",0.029342580499752514,0.0,0.8027246286251944,0.0
"[306.0, 66.0, 354.0, 114.0]",-0.271,0.0,0.2761524549252399,0.0
"[246.0, 66.0, 294.0, 114.0]",-0.19,0.1139142972582377,0.002785590000000001,0.0
"[246.0, 126.0, 294.0, 174.0]",0.007508127698661017,0.004998501133855356,0.7066740572397937,0.01057995816590168
"[186.0, 126.0, 234.0, 174.0]",0.004131166462535587,0.0002352226732639808,0.6048028580454584,0.07678587684021397
"[186.0, 66.0, 234.0, 114.0]",-0.1,0.08900246243056764,0.0,0.0
"[126.0, 126.0, 174.0, 174.0]",0.0,1.76673003627289e-06,0.5004760347275231,0.02707067976501403
terminal,0.0,0.0,0.0,0.0
